Code de profil professionnel SIPeC,Enonce principal
21231.00,"Les ingénieurs et les concepteurs en logiciel étudient, conçoivent, évaluent et intègrent des applications logicielles, des environnements techniques, des systèmes d'exploitation, des logiciels intégrés, des entrepôts de données et des logiciels de télécommunication et en assurent l'entretien."
21232.00,"Les développeurs et les programmeurs de logiciels conçoivent, écrivent et testent les codes des nouveaux systèmes et logiciels pour en assurer l'efficacité. Ils créent les bases des systèmes opérationnels et exécutent des programmes de diagnostic pour en certifier l'efficacité."
21233.00,"Les concepteurs de sites Web développent et conçoivent la présentation visuelle, la mise en page et les fonctionnalités des sites Internet et des applications connexes. Ils sont responsables de la facilité d’utilisation du site Web et de la facilité d’accès à l’information."
21234.00,"Les développeurs et programmeurs Web utilisent divers langages de programmation pour concevoir, créer et modifier des sites web. Ils analysent les besoins des utilisateurs pour mettre en œuvre le contenu, les graphiques, les performances et la capacité des sites web. Ils peuvent également intégrer des sites Web à d'autres applications informatiques. I"
21300.00,"Les ingénieurs civils planifient, conçoivent, élaborent et dirigent des projets de construction ou de réparation de bâtiments, de structures terrestres, de centrales électriques, de routes, d'aéroports, de chemins de fer, de réseaux de transport rapide, de ponts, de tunnels, de canaux, de barrages, d'installations portuaires et côtières ainsi que de systèmes liés aux services routiers et de transport, aux services de distribution d'eau et aux services sanitaires. Ils peuvent également se spécialiser dans l'analyse des fondations, dans l'inspection des bâtiments et des charpentes, dans l'arpentage, dans la géomatique et dans la planification municipale. I"
21301.00,"Les ingénieurs mécaniciens étudient, conçoivent et élaborent des appareils et des systèmes de chauffage, de ventilation et de climatisation, de production d'énergie, de transport, de traitement et de fabrication. Ils exécutent également des tâches liées à l'évaluation, à la mise en place, à l'exploitation et à l'entretien d'installations mécaniques."
21310.00,"Les ingénieurs électriciens et électroniciens conçoivent, planifient, étudient, évaluent et mettent à l'essai de l'équipement et des systèmes électriques et électroniques."
21311.01,"Les ingénieurs informaticiens et les ingénieurs en matériel de télécommunications font de la recherche, planifient, conçoivent, élaborent, modifient, évaluent et intègrent les ordinateurs et le matériel de télécommunications et autres équipements connexes."
21311.02,"Les ingénieurs en systèmes de réseaux et les ingénieurs de la communication de données font de la recherche, planifient, conçoivent, élaborent, modifient, évaluent et intègrent les réseaux informatiques d'information et de communication, dont les systèmes sur ordinateur principal, les réseaux locaux et les réseaux étendues, les réseaux à fibres optiques, les réseaux de communication sans fil, les intranets, Internet et autres systèmes de communication de données."
21320.00,"Les ingénieurs chimistes recherchent, conçoivent et mettent au point du matériel et des procédés de transformation chimique, supervisent l'exploitation et l'entretien d'usines dans les industries de la chimie, des plastiques, des produits pharmaceutiques, des ressources, des pâtes et papiers et de la transformation des aliments, et exécutent des tâches liées au contrôle de la qualité, à la protection de l'environnement et au génie biochimique et biotechnique."
21321.00,"Les ingénieurs d'industrie et de fabrication mènent des études, élaborent et supervisent des programmes visant l'utilisation optimale du matériel, des ressources humaines, de la technologie, des matériaux et des procédés en vue d'améliorer l'efficacité et la productivité."
21322.00,"Les ingénieurs métallurgistes et des matériaux dirigent des études sur les propriétés et les caractéristiques des métaux et des minerais non métallifères, et planifient, conçoivent et mettent à l'essai de la machinerie et des procédés pour concentrer, extraire, affiner et traiter les métaux, les alliages et autres matériaux tels que la céramique, les matériaux semi-conducteurs et les matériaux composites."
21330.00,"Les ingénieurs miniers planifient, conçoivent, organisent et supervisent l'aménagement des mines, des installations minières, des systèmes et du matériel. Ils préparent et supervisent l'extraction des minéraux et minerais métallifères et non métallifères dans des mines souterraines ou à ciel ouvert. I"
21331.00,"Les ingénieurs géologiques effectuent des études géologiques et géotechniques afin d'évaluer le choix de l'emplacement de projets en génie civil et d'extraction minière, pétrolière et gazière. Ils planifient, conçoivent, mettent à l'essai et supervisent des programmes d'analyse et de collecte de données géologiques et la préparation de rapports et de recommandations en génie géologique."
