Code de profil professionnel SIPeC,Exigences d'emploi
13200.02,Des cours par correspondance sont offerts aux courtiers maritimes par l'Institute of Chartered Ship Brokers.
13201.01,"Un diplôme d'études postsecondaire de moins de deux ans en gestion des affaires ou de la chaîne d'approvisionnement ou une vaste expérience en tant que répartiteur, commis de production ou commis à l'ordonnancement est généralement exigé."
13201.02,"Un diplôme d'études postsecondaire de moins de deux ans en gestion des affaires ou de la chaîne d'approvisionnement ou une vaste expérience en tant que répartiteur, commis de production ou commis à l'ordonnancement est généralement exigé."
14100.01,Un diplôme d'études secondaires est habituellement exigé.
14100.02,Une formation au niveau secondaire ou collégial en études commerciales est habituellement exigée.
14101.01,Un diplôme d'études secondaires est habituellement exigé.
14101.01,Une formation en cours d'emploi peut être fournie.
14101.02,Un diplôme d'études secondaires est habituellement exigé.
14101.02,Une formation en cours d'emploi peut être fournie.
14101.03,Un diplôme d'études secondaires est habituellement exigé.
14101.03,Une formation en cours d'emploi peut être fournie.
14101.04,Un diplôme d'études secondaires est habituellement exigé.
14101.04,Une formation en cours d'emploi peut être fournie.
14102.00,Un diplôme d'études secondaires est habituellement exigé.
14102.00,Un diplôme d'études collégiales ou d'autres cours en administration du personnel peuvent être exigés.
14102.00,Une certaine expérience du travail de bureau peut être exigée.
14103.00,Un diplôme d'études secondaires est exigé.
14103.00,"Une formation en cours d'emploi est offerte aux officiers de justice, commis des services judiciaires, et officiers de liaison du palais de justice."
14103.00,Une formation de programme des gendarmes spéciaux peut être requise aux officiers de justice et officiers de liaison du palais de justice.
14103.00,Un diplôme postsecondaire d’un ou deux ans peut être requis pour les commis des services judiciaires et les officiers de justice.
14103.00,"Un diplôme postsecondaire d’un ou deux ans, ou un diplôme universitaire en droit, en administration des affaires, en administration judiciaires ou dans un domaine connexe, est parfois requis pour les administrateurs de tribunaux."
14103.00,Une expérience comme commis des services judiciaires peut être requis pour les administrateurs de tribunaux.
14103.00,"Une expérience des services administratifs, de l’administration, de la gestion, et des services personnels, peuvent être exigée des administrateurs de tribunaux."
14110.01,Un diplôme d'études secondaires peut être exigé.
14110.01,De l'expérience dans l'utilisation d'un ordinateur peut être exigée.
14110.01,Un permis de conduire est parfois exigé.
14110.02,Un diplôme d'études secondaires peut être exigé.
14110.02,Une formation en cours d'emploi est habituellement offerte.
14111.00,Un diplôme d'études secondaires peut être exigé.
14111.00,Des cours de niveau collégial ou autres cours en saisie de données peuvent être exigés.
14112.01,Un diplôme d'études secondaires est exigé.
14112.01,"Un diplôme d'études collégiales en arts graphiques, ou une formation en typographie, en composition par ordinateur ou en éditique est habituellement exigé."
14112.02,Un diplôme d'études secondaires est exigé.
14112.02,"Un diplôme d'études collégiales en arts graphiques, ou une formation en typographie, en composition par ordinateur ou en éditique est habituellement exigé."
14200.00,Un diplôme d'études secondaires est habituellement exigé.
14200.00,"Un diplôme d'études collégiales ou d'autres cours offerts par l'Association des comptables généraux accrédités du Canada, l'Institut canadien des valeurs mobilières ou la Canadian Bookkeepers Association peuvent être exigés."
14200.00,Certains commis à la comptabilité doivent être cautionnables.
14201.01,Un diplôme d'études secondaires est exigé.
14201.01,Un diplôme d'études collégiales en administration des affaires peut être exigé.
14201.01,Une formation en cours d'emploi et des cours ou des programmes à court terme propres à l'établissement financier sont habituellement exigés.
14201.02,Un diplôme d'études secondaires est exigé.
14201.02,Un diplôme d'études collégiales en administration des affaires peut être exigé.
14201.02,Une formation en cours d'emploi et des cours ou des programmes à court terme propres à l'établissement financier sont habituellement exigés.
14201.03,Un diplôme d'études secondaires est exigé.
14201.03,Un diplôme d'études collégiales en administration des affaires peut être exigé.
14201.03,Une formation en cours d'emploi et des cours ou des programmes à court terme propres à l'établissement financier sont habituellement exigés.
14202.00,Un diplôme d'études secondaires est exigé.
14202.00,Un diplôme d'études collégiales en administration des affaires peut être exigé.
14202.00,Une formation en cours d'emploi est souvent offerte aux commis et aux agents de recouvrement.
14202.00,Un permis d'agent de recouvrement délivré par la province ou le territoire d'emploi est habituellement exigé.
14300.00,Un diplôme d'études secondaires est habituellement exigé.
14301.01,Un diplôme d'études secondaires est exigé.
14301.01,"Des cours supplémentaires ou un diplôme en rédaction, en journalisme ou dans un domaine connexe peuvent être exigés."
14301.01,De l'expérience du travail administratif ou de bureau peut être exigée.
14301.02,Un diplôme d'études secondaires est exigé.
14301.02,"Des cours supplémentaires ou un diplôme en rédaction, en journalisme ou dans un domaine connexe peuvent être exigés."
14301.02,De l'expérience du travail administratif ou de bureau peut être exigée.
14301.03,Un diplôme d'études secondaires est exigé.
14301.03,"Des cours supplémentaires ou un diplôme en rédaction, en journalisme ou dans un domaine connexe peuvent être exigés."
14301.04,Un diplôme d'études secondaires est exigé.
14301.04,"Des cours supplémentaires ou un diplôme en rédaction, en journalisme ou dans un domaine connexe peuvent être exigés."
14301.05,Un diplôme d'études secondaires est exigé.
14301.05,De l'expérience du travail administratif ou de bureau peut être exigée.
14400.00,Un diplôme d'études secondaires est habituellement exigé.
14400.00,De l'expérience dans un travail de bureau ou d'entrepôt connexe peut être exigée.
14400.00,Un certificat de conducteur de chariot élévateur à fourches peut être exigé.
14400.00,Un permis de conduire peut être exigé.
14401.00,Un diplôme d'études secondaires est habituellement exigé.
14401.00,Un programme d'apprentissage de trois ans ouune formation scolaire spécialisée au secondaire et un programme d'études collégiales d'un an peuvent être exigés des commis aux pièces.
14401.00,"Le certificat de qualification de préposé aux pièces est offert, bien que facultatif, dans toutes les provinces et tous les territoires."
14401.00,De l'expérience dans un travail de bureau ou d'entrepôt connexe peut être exigée des commis aux pièces.
14401.00,Les préposés aux pièces qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
14402.00,Un diplôme d'études secondaires est habituellement exigé.
