Code de profile professionnel SIPeC,Renseignements supplementaires
93100.00,Il existe peu de mobilité entre les différents emplois d'opérateurs de poste central de contrôle et de conduite de procédés industriels à l'intérieur de l'industrie du traitement des métaux et des minerais.
93100.00,L'expérience permet aux opérateurs de poste central de contrôle et de conduite de procédés d'accéder à des postes de supervision dans le traitement des métaux et des minerais.
93101.00,"Il existe une grande mobilité d'un poste à l'autre au sein d'une même entreprise, souvent dans le cadre d'un programme de perfectionnement ou de formation."
93101.00,"La mobilité d'une usine à l'autre est possible, mais peut être limitée par la pratique établie de former les travailleurs de l'usine et de leur accorder des promotions."
93101.00,L'expérience permet d'accéder à des postes de supervision ou de gestion.
93101.00,"L'utilisation d'équipement de protection personnel peut être exigée des travailleurs de ce groupe de base qui peuvent être exposés à des matières toxiques, des produits chimiques inflammables ou à des explosifs."
93102.00,Il existe peu de mobilité parmi les postes compris dans ce groupe de base.
93102.00,L'expérience permet d'accéder à des postes de supervision.
93200.01,L'expérience permet aux monteurs d'aéronefs et aux contrôleurs du montage d'aéronefs d'accéder à des postes de supervision.
93200.02,L'expérience permet aux monteurs d'aéronefs et aux contrôleurs du montage d'aéronefs d'accéder à des postes de supervision.
94100.00,L'expérience permet aux opérateurs de machines d'accéder à des fonctions d'opérateurs de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais.
94100.00,Il existe peu de mobilité entre les différents postes d'opérateurs de machines dans l'industrie de traitement des métaux et des minerais.
94101.01,Il existe une certaine mobilité entre les travailleurs de ce groupe de base.
94101.01,L'expérience permet d'accéder à des postes de supervision.
94101.02,Il existe une certaine mobilité entre les travailleurs de ce groupe de base.
94101.02,L'expérience permet d'accéder à des postes de supervision.
94101.03,Il existe une certaine mobilité entre les travailleurs de ce groupe de base.
94101.03,L'expérience permet d'accéder à des postes de supervision.
94102.01,La mobilité entre les différents genres d'opérateurs de machines dans ce groupe de base est possible.
94102.01,L'expérience permet d'accéder à des postes de supervision.
94102.02,La mobilité entre les différents genres d'opérateurs de machines dans ce groupe de base est possible.
94102.02,L'expérience permet d'accéder à des postes de supervision.
94102.03,La mobilité entre les différents genres d'opérateurs de machines dans ce groupe de base est possible.
94102.03,L'expérience permet d'accéder à des postes de supervision.
94102.04,La mobilité entre les différents genres d'opérateurs de machines dans ce groupe de base est possible.
94102.04,L'expérience permet d'accéder à des postes de supervision.
94103.01,"Il existe une certaine mobilité parmi les travailleurs dans chacun des secteurs de la fabrication de produits en béton, en argile ou en pierre, mais il n'y a pas ou peu de mobilité entre ces différents secteurs de fabrication."
94103.01,L'expérience permet d'accéder à des postes de supervision.
94103.02,"Il existe une certaine mobilité parmi les travailleurs dans chacun des secteurs de la fabrication de produits en béton, en argile ou en pierre, mais il n'y a pas ou peu de mobilité entre ces différents secteurs de fabrication."
94103.02,L'expérience permet d'accéder à des postes de supervision.
94103.03,"Il existe une certaine mobilité parmi les travailleurs dans chacun des secteurs de la fabrication de produits en béton, en argile ou en pierre, mais il n'y a pas ou peu de mobilité entre ces différents secteurs de fabrication."
94103.03,L'expérience permet d'accéder à des postes de supervision.
94105.01,L'expérience permet aux opérateurs de machines à travailler les métaux légers et lourds d'accéder à des postes de superviseur ou d'assembleur de charpentes métalliques.
94105.01,Il n'y a pas ou peu de mobilité entre les opérateurs de machines de transformation des métaux légers et les opérateurs de machines de transformation de métaux lourds.
94105.01,"L'expérience permet aux opérateurs de machines à forger d'accéder à des postes de forgerons, de monteurs de matrices ou de superviseurs."
94105.02,"L'expérience permet aux opérateurs de machines à forger d'accéder à des postes de forgerons, de monteurs de matrices ou de superviseurs."
94106.00,Les opérateurs de machines d'usinage d'expérience peuvent accéder à des postes de machinistes ou d'outilleurs-ajusteurs avec un apprentissage.
94107.00,Il y a une certaine mobilité entre les opérateurs de machine de ce groupe de base.
94107.00,L'expérience permet d'accéder à des postes de supervision.
94110.00,La mobilité est possible d'un employeur à un autre dans la fabrication des produits similaires pour certains des travailleurs spécialisés de ce groupe.
94110.00,Le port d'équipement de protection personnelle peut être exigé pour travailler avec certains types de produits chimiques ou pharmaceutiques.
94110.00,L'expérience permet d'accéder à des postes de supervision ou à des postes de contrôle du traitement des produits.
94111.01,La mobilité entre les différents opérateurs de ce groupe de base est possible.
94111.01,L'expérience permet d'accéder à des postes de supervision.
94111.02,La mobilité entre les différents opérateurs de ce groupe de base est possible.
94111.02,L'expérience permet d'accéder à des postes de supervision.
94111.03,La mobilité entre les différents opérateurs de ce groupe de base est possible.
94111.03,L'expérience permet d'accéder à des postes de supervision.
94111.04,La mobilité entre les différents opérateurs de ce groupe de base est possible.
94111.04,L'expérience permet d'accéder à des postes de supervision.
94112.01,L'expérience permet d'accéder à des postes de supervision.
94112.01,La mobilité entre les divers manoeuvres de ce groupe de base est possible.
94112.02,L'expérience permet d'accéder à des postes de supervision.
94112.02,La mobilité entre les divers manoeuvres de ce groupe de base est possible.
94112.03,L'expérience permet d'accéder à des postes de supervision.
94112.03,La mobilité entre les divers manoeuvres de ce groupe de base est possible.
94120.00,Il existe une certaine mobilité entre les emplois compris dans ce groupe de base.
94120.00,L'expérience permet d'accéder à des postes de supervision.
94121.00,Il existe peu de mobilité parmi les postes compris dans ce groupe.
94121.00,L'expérience permet d'accéder à des postes d'opérateur au contrôle de la réduction en pâte des pâtes et papiers ou d'opérateur au contrôle de la fabrication du papier et du couchage.
94122.00,Il existe une certaine mobilité entre les emplois compris dans ce groupe.
94123.01,Il existe une certaine mobilité entre les entreprises produisant des produits en bois semblables.
94123.02,Il existe une certaine mobilité entre les entreprises produisant des produits en bois semblables.
94124.00,L'expérience permet d'accéder à des postes de supervision.
94124.00,La mobilité est courante au sein de ce groupe de base.
94129.00,L'expérience permet d'accéder à différents postes dans l'industrie du bois et des pâtes et papiers.
94129.00,Il existe une certaine mobilité entre les postes de ce groupe de base.
94130.01,L'expérience d'opérateur de machine de traitement de fibre et fil textile et d'opérateur de machine et travailleur du cuir et des peaux permet d'accéder à des postes de supervision.
94130.01,"Un diplôme d'études collégiales dans les domaines du textile, de la chimie ou dans un domaine connexe est habituellement exigé pour accéder à des postes de supervision en traitement de fibre textile."
94130.01,Il existe une certaine mobilité entre les postes de ce groupe de base.
94130.02,Il est possible d'accéder à des postes plus exigeants comme teinturier en continu et opérateur de machines à imprimer le tissu à l'intérieur de ce groupe.
94130.02,"Un diplôme d'études collégiales dans les domaines du textile, de la chimie ou dans un domaine connexe est habituellement exigé pour accéder à des postes de supervision en traitement de fibre textile."
94130.02,Il existe une certaine mobilité entre les postes de ce groupe de base.
94131.00,La mobilité parmi les employeurs peut être limitée à cause des différences dans les machines et les produits.
94131.00,L'expérience et la formation permettent d'accéder à des postes de mécaniciens et de réparateurs de machines textiles ou à des postes de supervision.
94132.00,L'expérience permet d'accéder à des postes de supervision.
94133.00,Il existe peu de mobilité entre les différentes professions de contrôleur et de trieur dans ce groupe de base.
94140.01,L'expérience permet aux opérateurs de machines de procédés industriels d'accéder à des postes de supervision dans la transformation des aliments et des boissons.
94140.01,Il y a peu de mobilité entre les divers genres d'emplois d'opérateurs de machines de procédés industriels au sein de l'industrie de la transformation des aliments et des boissons.
94140.02,L'expérience permet aux opérateurs de machines d'accéder à des postes de supervision ou de devenir des opérateurs de machines de procédés industriels dans la transformation des aliments et des boissons.
94140.02,Une certaine mobilité existe entre les emplois d'opérateurs de machines au sein de l'industrie de la transformation des aliments et des boissons.
94141.01,L'expérience permet d'accéder à des postes de supervision.
94141.02,"Les découpeurs de viande industrielle peuvent accéder à des postes d'inspecteurs, de vérificateurs ou de trieurs."
94141.02,L'expérience permet d'accéder à des postes de supervision.
94141.03,L'expérience permet d'accéder à des postes de supervision.
94142.01,L'expérience permet d'accéder à des postes de supervision.
94142.02,L'expérience permet d'accéder à des postes de supervision.
94143.00,L'expérience permet d'accéder à des postes de supervision.
94143.00,Il y a peu de mobilité entre les différents types d'échantillonneurs et de trieurs de ce groupe de base.
94152.00,Une certaine mobilité existe entre les emplois d'opérateurs de différents types de machines à relier et à finition dans ce groupe de base.
94152.00,L'expérience permet d'accéder à des postes de supervision.
94153.00,Il est possible aux préposés à l'équipement automatique d'accéder à des postes de développement en laboratoire.
94153.00,Il existe une mobilité parmi les postes d'opérations de développement en laboratoire.
94200.01,Il est possible d'accéder à d'autres postes dans le même atelier de fabrication.
94200.01,L'expérience permet d'accéder à des postes de supervision.
94200.02,Il est possible d'accéder à d'autres postes dans le même atelier de fabrication.
94200.02,L'expérience permet d'accéder à des postes de supervision.
94201.01,L'expérience et une formation supplémentaire permettent aux assembleurs en électronique et aux monteurs de composants d'accéder à des postes d'inspecteurs et de vérificateurs en électronique.
94202.01,L'expérience permet d'accéder à des postes de supervision.
94202.01,L'expérience permet aux monteurs d'accéder à des postes d'essayeurs ou de contrôleurs.
94202.02,L'expérience permet d'accéder à des postes de supervision.
94203.01,L'expérience permet d'accéder à des postes de supervision.
94203.02,L'expérience permet d'accéder à des postes de supervision.
94203.03,L'expérience permet d'accéder à des postes de supervision.
94204.01,L'expérience permet d'accéder à des postes de supervision.
94204.01,Il n'y a pas ou peu de mobilité entre les différents monteurs et contrôleurs de ce groupe de base.
94204.02,L'expérience permet d'accéder à des postes de supervision.
94204.02,Il n'y a pas ou peu de mobilité entre les différents monteurs et contrôleurs de ce groupe de base.
94205.01,L'expérience permet d'accéder à des postes de supervision.
94205.01,L'expérience permet aux opérateurs de machines d'accéder à des postes d'essayeurs ou de contrôleurs.
94205.02,L'expérience permet d'accéder à des postes de supervision.
94210.01,Il existe une mobilité entre les postes de ce groupe de base.
94210.01,L'expérience permet d'accéder à des postes de supervision.
94210.02,Il existe une mobilité entre les postes de ce groupe de base.
94210.02,L'expérience permet d'accéder à des postes de supervision.
94210.03,Il existe une mobilité entre les postes de ce groupe de base.
94210.03,L'expérience permet d'accéder à des postes de supervision.
94210.04,Il existe une mobilité entre les postes de ce groupe de base.
94210.04,L'expérience permet d'accéder à des postes de supervision.
94212.01,La mobilité est possible entre les divers travailleurs de ce groupe de base.
94212.01,L'expérience permet d'accéder à des postes de supervision.
94212.02,La mobilité est possible entre les divers travailleurs de ce groupe de base.
94212.02,L'expérience permet d'accéder à des postes de supervision.
94213.01,L'expérience permet d'accéder à des postes de supervision.
94213.02,L'expérience permet d'accéder à des postes de supervision.
94219.01,Il n'y a pas ou peu de mobilité entre les différents monteurs et contrôleurs dans ce groupe de base.
94219.01,L'expérience permet d'accéder à des postes de supervision.
94219.02,Il n'y a pas ou peu de mobilité entre les différents monteurs et contrôleurs dans ce groupe de base.
94219.02,L'expérience permet d'accéder à des postes de supervision.
95100.00,L'expérience permet d'accéder à des postes d'opérateurs de machines et d'opérateurs de procédés industriels.
95101.00,Il existe une certaine mobilité entre les emplois dans ce groupe de base.
95101.00,L'expérience permet d'accéder à des postes d'opérateurs de machines à travailler les métaux.
95102.00,Il existe une très grande mobilité entre les postes de ce groupe de base.
95102.00,L'expérience et les qualifications appropriées permettent d'accéder à des postes d'opérateurs dans l'industrie de produits chimiques et des services d'utilité publique.
95103.00,L'expérience permet d'accéder à des postes d'opérateurs de machine ou d'usine.
95103.00,Il existe une très grande mobilité entre les emplois au sein d'une même entreprise.
95104.00,"L'expérience permet aux manoeuvres dans la fabrication de produits en caoutchouc et en plastique, d'accéder à des postes d'opérateurs de machines ou d'assembleurs."
95105.01,L'expérience permet d'accéder à des postes d'opérateurs de machines ou des postes de supervision.
95105.01,Il y a peu de mobilité parmi les différents types de coupeurs dans ce groupe de base.
95105.02,L'expérience permet d'accéder à des postes d'opérateurs de machines ou des postes de supervision.
95105.02,Il y a peu de mobilité parmi les différents types de coupeurs dans ce groupe de base.
95105.03,L'expérience permet d'accéder à des postes d'opérateurs de machines ou des postes de supervision.
95105.03,Il y a peu de mobilité parmi les différents types de coupeurs dans ce groupe de base.
95105.04,L'expérience permet d'accéder à des postes d'opérateurs de machines ou des postes de supervision.
95105.04,Il y a peu de mobilité parmi les différents types de coupeurs dans ce groupe de base.
95106.00,Une certaine mobilité existe entre les emplois dans ce groupe de base.
95106.00,L'expérience permet d'accéder à des postes d'opérateurs de machines et de contrôle des procédés.
95107.00,L'expérience permet d'accéder à d'autres emplois dans l'industrie de la transformation du poisson.
95109.00,Il existe une certaine mobilité entre les emplois dans ce groupe de base.
95109.00,L'expérience permet d'accéder à des postes d'opérateurs de machines.
