Code de profil professionnel SIPeC,Fonctions principales
12102,"établir les logistiques des calendriers de livraison, surveiller l'exécution des contrats et communiquer avec les clients et les fournisseurs pour résoudre les problèmes;"
12102,"négocier l'acquisition des terrains ou des droits de passage pour l'utilisation publique ou privée et, s'il y a lieu, mener des enquêtes de propriétés;"
12102,"embaucher, former et superviser, au besoin, les commis aux achats."
12103,"rencontrer des représentants d'associations commerciales et professionnelles afin de promouvoir et de discuter des services de conférence, de congrès et de foire commerciale;"
12103,"rencontrer des commanditaires et des comités organisateurs afin de planifier l'ampleur et le format que prendront les événements, établir et surveiller des budgets et réviser des procédures administratives ainsi que les cours des événements;"
12103,"coordonner les services offerts dans le cadre d'événements tels que l'hébergement et le transport des participants, les installations et d'autre équipement pour des conférences, des restaurations, des signalisations, des étalages, des services d'interprétation, des services pour les personnes ayant des besoins spéciaux, de l'équipement audiovisuel, et des services d'imprimerie et de sécurité;"
12103,"organiser l'inscription des participants, préparer la programmation et faire la publicité des événements;"
12103,organiser les divertissements et les réunions sociales des participants;
12103,"embaucher, former et superviser le personnel de soutien des événements;"
12103,veiller au respect des règlements municipaux en vigueur;
12103,"négocier des marchés de services, approuver les factures des fournisseurs, garder des dossiers financiers, vérifier les factures finales transmises aux clients et préparer des rapports."
12104.01,"vérifier les registres comptables afin de déterminer les revenus, les exonérations et les droits exigibles, s'assurer que le règlement sur les déclarations est respecté et déceler les fraudes;"
12104.01,examiner les systèmes comptables et le contrôle interne des établissements;
12104.01,donner des conseils sur les rapports et les méthodes d'évaluation des marchandises assujetties aux droits d'accise;
12104.01,"préparer les dossiers et aider à la recherche et à la saisie des documents, ainsi qu'à l'établissement de l'accusation en vue de poursuites judiciaires."
12104.02,"déterminer l'admissibilité des personnes qui demandent des prestations gouvernementales telles que l'Assurance-emploi, le Régime de pensions du Canada (RPC) et la Sécurité de la vieillesse (SV);"
12104.02,vérifier les faits quant aux raisons de la perte d'emploi et de la disponibilité à travailler;
12104.02,surveiller le paiement des prestations et faire enquête lorsqu'il y a possibilité d'abus ou de fraude.
12110.01,consigner textuellement les délibérations de la cour à l'aide d'appareils de sténographie électroniques ou de sténomasques;
12110.01,relire sur demande la transcription textuelle des preuves présentées alors que le tribunal siège;
12110.01,transcrire les délibérations consignées selon le type de présentation établi;
12110.01,vérifier l'exactitude des transcriptions en les comparant aux versions originales et vérifier l'exactitude des jugements en consultant le juge;
12110.01,localiser et vérifier l'exactitude des citations;
12110.01,"fournir des transcriptions aux juges, aux avocats et aux particuliers qui les demandent;"
12110.01,classer et ranger les comptes rendus sténographiques des séances des tribunaux.
12110.02,"transcrire des données enregistrées selon les formats établis, ou de la documentation écrite provenant de rapports médicaux, de correspondances, de dossiers de santé et de renseignements des patients;"
12110.02,relire les textes pour corriger les erreurs typographiques et grammaticales;
12110.02,"réviser les textes transcrits pour trouver de l'information erronée ou manquante, ou des erreurs dans le formatage."
12111,classer et coder les maladies conformément à un système de classification établi;
12111,"recueillir, coder, ranger des documents sur la santé et autre information pertinente, et établir des renvois;"
12111,"résumer, assembler et analyser des données cliniques et des données démographiques pertinentes provenant de documents sur la santé, conformément aux politiques et procédures établies;"
12111,utiliser des systèmes de gestion de l'information pour tenir à jour les index des systèmes de classement et gérer et récupérer des documents d'information sur la santé;
12111,"préparer des statistiques médicales, sociales et administratives;"
12111,utiliser et faire la maintenance de logiciels ou de systèmes de technologie de l’information;
12111,"implanter et mettre à jour, au besoin, les systèmes de gestion de l’information sur la santé ainsi que fournir du support ou de la formation;"
12111,"superviser, s'il y a lieu, d'autres techniciens en gestion de l'information sur la santé et autres professionnels assimilés."
12112,"implanter et mettre à jour des calendriers de classification, de conservation et d'épuration de documents;"
12112,"classer, coder, enregistrer et ranger des documents, et établir des renvois;"
12112,dresser des inventaires de documents et tenir des index pour les systèmes de classification;
